BuildingType,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,ENERGYSTARScore,SiteEnergyUse(kBtu),TotalGHGEmissions,NumberOfPropertyUseTypes,PrimaryProperty,SecondLargest,ThirdLargest,NombreAnnees
NONRESIDENTIAL,5,NORTH,1988,1.0,3,0,28841,28841.0,0.0,0.0,55.0,1459199.75,33.42,1,HEALTH AND MEDICAL,NOT CONCERNED,NOT CONCERNED,28
NONRESIDENTIAL,5,NORTH,1977,2.0,2,0,33344,31360.0,984.0,0.0,,123767.2031,0.86,3,STORAGE,OFFICE AND BUSINESS,PARKING,39
NONRESIDENTIAL COS,5,NORTH,2005,2.0,1,0,30498,30498.0,0.0,0.0,,2436063.0,80.19,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,11
NONRESIDENTIAL,1,DELRIDGE,1924,1.0,2,0,42975,21405.0,0.0,0.0,92.0,959352.0,42.96,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,92
NONRESIDENTIAL,1,DELRIDGE,1963,1.0,1,0,23260,13075.0,10185.0,0.0,,1612105.75,52.41,5,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,NOT CONCERNED,53
NONRESIDENTIAL,1,DELRIDGE,1988,1.0,2,0,30659,27262.0,8653.0,285.0,88.0,2619088.5,55.85,3,OFFICE AND BUSINESS,STORAGE,OFFICE AND BUSINESS,28
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1920,1.0,2,0,27144,27144.0,0.0,0.0,,1012024.313,32.58,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,96
NONRESIDENTIAL,5,NORTHWEST,1970,5.0,1,0,23166,23166.0,0.0,0.0,,3475804.25,184.6,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,46
NONRESIDENTIAL,5,NORTHWEST,1979,1.0,2,0,34759,44667.0,0.0,0.0,81.0,1633105.375,11.39,2,HEALTH AND MEDICAL,PARKING,NOT CONCERNED,37
NONRESIDENTIAL,5,NORTHWEST,1966,8.0,1,0,415632,483520.0,266833.0,0.0,85.0,98960776.0,3278.11,2,HEALTH AND MEDICAL,PARKING,NOT CONCERNED,50
NONRESIDENTIAL,5,NORTHWEST,1965,1.0,2,0,44719,45909.0,1025.0,972.0,,1614026.25,53.21,3,OTHER SERVICES AND FACILITIES,HEALTH AND MEDICAL,OFFICE AND BUSINESS,51
NONRESIDENTIAL,2,GREATER DUWAMISH,1965,1.0,1,0,21603,21603.0,0.0,0.0,16.0,5833800.0,129.89,1,FOOD AND BEVERAGE,NOT CONCERNED,NOT CONCERNED,51
NONRESIDENTIAL,3,EAST,1964,1.0,3,0,591981,520187.0,282392.0,54159.0,60.0,102673696.0,3238.24,4,HEALTH AND MEDICAL,PARKING,HEALTH AND MEDICAL,52
NONRESIDENTIAL,1,DELRIDGE,1979,1.0,1,0,42900,43050.0,0.0,0.0,53.0,436252.5,3.04,1,STORAGE,NOT CONCERNED,NOT CONCERNED,37
CAMPUS,1,DELRIDGE,2005,5.0,1,0,57952,57952.0,0.0,0.0,,3091387.5,96.15,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,11
NONRESIDENTIAL,1,DELRIDGE,1971,1.0,1,0,26232,18262.0,7970.0,0.0,,3094090.0,122.71,2,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,NOT CONCERNED,45
NONRESIDENTIAL,3,DOWNTOWN,1956,1.0,2,0,25840,25840.0,0.0,0.0,92.0,313528.0938,2.19,1,STORAGE,NOT CONCERNED,NOT CONCERNED,60
NONRESIDENTIAL,2,DOWNTOWN,1988,1.0,1,0,45145,43813.0,0.0,0.0,,1268459.0,43.63,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,28
NONRESIDENTIAL,3,DOWNTOWN,2001,1.0,5,22095,48237,44417.0,25915.0,0.0,89.0,1981115.25,19.12,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,15
SPS-DISTRICT K-12,2,GREATER DUWAMISH,1971,1.0,1,0,50546,53234.0,0.0,0.0,94.0,1155080.5,12.15,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,45
NONRESIDENTIAL,6,BALLARD,1994,1.0,1,0,45522,45522.0,0.0,0.0,22.0,12250422.0,326.74,2,FOOD AND BEVERAGE,PARKING,NOT CONCERNED,22
NONRESIDENTIAL,5,NORTHWEST,1979,1.0,2,0,20088,16080.0,3500.0,508.0,,326778.6875,2.28,3,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,PARKING,37
CAMPUS,1,GREATER DUWAMISH,1989,5.0,2,0,138907,139557.0,0.0,0.0,,7837692.5,179.55,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,27
NONRESIDENTIAL,1,GREATER DUWAMISH,1997,1.0,2,0,40657,40657.0,0.0,0.0,57.0,2826828.0,23.6,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,19
NONRESIDENTIAL,1,GREATER DUWAMISH,1900,1.0,1,0,20200,18700.0,1500.0,0.0,,269016.6875,2.25,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,116
NONRESIDENTIAL,3,EAST,1970,1.0,7,20824,33548,54372.0,15000.0,0.0,94.0,1403820.0,9.79,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,46
NONRESIDENTIAL,2,SOUTHEAST,1921,1.0,2,0,41022,41022.0,0.0,0.0,,3787648.25,26.41,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,95
NONRESIDENTIAL,1,DELRIDGE,1966,1.0,2,0,28109,28109.0,0.0,0.0,,3612526.75,38.39,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,50
NONRESIDENTIAL,5,NORTH,1985,1.0,3,12990,20590,20590.0,12990.0,0.0,100.0,409578.4063,2.86,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,31
NONRESIDENTIAL,5,NORTH,1977,1.0,1,0,21936,21936.0,0.0,0.0,100.0,113130.0,2.69,1,STORAGE,NOT CONCERNED,NOT CONCERNED,39
NONRESIDENTIAL,5,NORTH,1969,1.0,1,0,30160,30139.0,0.0,0.0,,1045838.5,44.26,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,47
NONRESIDENTIAL,7,DOWNTOWN,1909,1.0,11,0,111137,42939.0,40878.0,10887.0,,9546165.0,294.65,5,MIXED USE,RESIDENTIAL AND HOUSING,OFFICE AND BUSINESS,107
NONRESIDENTIAL,1,DELRIDGE,1997,1.0,1,0,40189,28347.0,9113.0,0.0,,1509292.0,37.65,3,OTHER SERVICES AND FACILITIES,OFFICE AND BUSINESS,PARKING,19
NONRESIDENTIAL,1,DELRIDGE,1988,1.0,2,0,66484,49334.0,18000.0,9000.0,69.0,3046543.0,21.24,3,OFFICE AND BUSINESS,STORAGE,RETAIL AND PERSONAL SERVICES,28
NONRESIDENTIAL,3,EAST,1928,1.0,6,0,35770,35770.0,0.0,0.0,56.0,2640980.25,112.34,1,HOTEL,NOT CONCERNED,NOT CONCERNED,88
NONRESIDENTIAL,3,EAST,1928,1.0,9,0,48006,48006.0,0.0,0.0,85.0,3239754.0,101.31,1,HOTEL,NOT CONCERNED,NOT CONCERNED,88
NONRESIDENTIAL,2,DOWNTOWN,1960,1.0,2,0,29631,16000.0,13000.0,5000.0,,5144392.0,146.93,3,MIXED USE,OFFICE AND BUSINESS,FOOD AND BEVERAGE,56
NONRESIDENTIAL,2,DOWNTOWN,1989,1.0,2,0,23472,20695.0,1065.0,945.0,,1625308.625,46.45,3,OFFICE AND BUSINESS,OTHER SERVICES AND FACILITIES,RETAIL AND PERSONAL SERVICES,27
NONRESIDENTIAL COS,2,GREATER DUWAMISH,1973,1.0,2,0,21315,20424.0,0.0,0.0,34.0,2796425.0,110.66,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,43
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1984,1.0,4,15812,41298,36867.0,28390.0,0.0,69.0,2190460.0,24.31,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,32
NONRESIDENTIAL,7,DOWNTOWN,1979,1.0,3,0,34030,34030.0,0.0,0.0,50.0,1748629.875,22.26,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,37
NONRESIDENTIAL,2,GREATER DUWAMISH,1952,1.0,1,0,41308,41308.0,0.0,0.0,7.0,1642471.5,38.57,1,STORAGE,NOT CONCERNED,NOT CONCERNED,64
NONRESIDENTIAL,7,DOWNTOWN,1913,1.0,3,0,43878,12000.0,8262.0,6312.0,,769771.3125,5.37,4,MIXED USE,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,103
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1912,1.0,3,0,34976,34976.0,0.0,0.0,,873711.125,15.7,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,104
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1957,1.0,1,0,38255,38255.0,0.0,0.0,12.0,985401.8125,33.8,1,STORAGE,NOT CONCERNED,NOT CONCERNED,59
CAMPUS,7,MAGNOLIA / QUEEN ANNE,1955,23.0,1,0,260241,260241.0,0.0,0.0,,34012980.0,565.55,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,61
NONRESIDENTIAL,6,LAKE UNION,1989,1.0,3,0,48924,31325.0,13143.0,0.0,71.0,2282551.25,59.24,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,27
NONRESIDENTIAL,4,LAKE UNION,1959,1.0,4,18036,32297,50333.0,0.0,0.0,88.0,1602084.375,11.17,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,57
NONRESIDENTIAL,4,LAKE UNION,1986,1.0,4,21906,35526,34160.0,19650.0,0.0,,2520483.25,17.57,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,30
NONRESIDENTIAL,4,LAKE UNION,1969,1.0,3,7956,17956,17332.0,9162.0,0.0,,666740.3125,4.65,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,47
NONRESIDENTIAL,4,LAKE UNION,2000,1.0,3,21908,35224,33705.0,21908.0,0.0,73.0,1994967.75,13.91,2,OFFICE AND BUSINESS,PARKING,NOT CONCERNED,16
NONRESIDENTIAL,1,DELRIDGE,1957,1.0,2,0,24224,24224.0,0.0,0.0,52.0,968026.3125,26.73,2,OTHER SERVICES AND FACILITIES,PARKING,NOT CONCERNED,59
NONRESIDENTIAL,1,DELRIDGE,1963,1.0,1,0,23706,23706.0,0.0,0.0,78.0,400770.9063,13.12,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,53
NONRESIDENTIAL,2,GREATER DUWAMISH,1963,1.0,1,0,31900,28000.0,4000.0,0.0,,1964681.25,13.7,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,53
NONRESIDENTIAL,1,SOUTHWEST,1917,1.0,1,0,49066,49000.0,0.0,0.0,,3835202.0,178.86,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,99
NONRESIDENTIAL,1,SOUTHWEST,1952,1.0,3,0,30740,28293.0,11630.0,0.0,,1686262.25,61.3,2,OTHER SERVICES AND FACILITIES,OTHER SERVICES AND FACILITIES,NOT CONCERNED,64
NONRESIDENTIAL,2,SOUTHEAST,1959,1.0,1,0,67450,42760.0,0.0,0.0,97.0,2842819.5,55.86,1,FOOD AND BEVERAGE,NOT CONCERNED,NOT CONCERNED,57
SPS-DISTRICT K-12,6,BALLARD,1958,1.0,1,0,39971,40867.0,0.0,0.0,,945537.0,50.22,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,58
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1948,1.0,1,0,46970,46970.0,0.0,0.0,,882896.5,6.16,1,STORAGE,NOT CONCERNED,NOT CONCERNED,68
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1931,1.0,1,0,47554,18133.0,8679.0,2388.0,,1035554.688,16.04,5,STORAGE,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,85
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1979,1.0,2,5400,37616,43016.0,0.0,0.0,100.0,1234095.5,60.57,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,37
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1931,1.0,1,0,24196,8711.0,6792.0,5306.0,,1055033.0,22.29,4,MIXED USE,STORAGE,OFFICE AND BUSINESS,85
NONRESIDENTIAL,7,MAGNOLIA / QUEEN ANNE,1940,1.0,2,0,20671,20671.0,0.0,0.0,98.0,638507.125,24.76,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,76
NONRESIDENTIAL,2,GREATER DUWAMISH,1927,1.0,1,0,21600,21600.0,0.0,0.0,57.0,499828.5938,14.36,1,STORAGE,NOT CONCERNED,NOT CONCERNED,89
NONRESIDENTIAL,1,SOUTHWEST,1977,1.0,1,0,35844,35844.0,0.0,0.0,14.0,866126.375,6.04,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,39
NONRESIDENTIAL,4,LAKE UNION,1916,1.0,3,0,31774,19896.0,13941.0,0.0,85.0,1639136.25,18.87,3,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,PARKING,100
NONRESIDENTIAL,2,GREATER DUWAMISH,1953,1.0,1,0,26094,26094.0,0.0,0.0,19.0,709990.8125,4.95,1,STORAGE,NOT CONCERNED,NOT CONCERNED,63
NONRESIDENTIAL,2,GREATER DUWAMISH,1983,1.0,2,0,23687,23687.0,0.0,0.0,68.0,1084553.75,7.56,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,33
NONRESIDENTIAL,2,GREATER DUWAMISH,1983,1.0,2,0,24221,24221.0,0.0,0.0,20.0,1435562.75,10.01,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,33
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,2,14083,57836,34550.0,23085.0,11465.0,37.0,5381105.0,37.51,3,MIXED USE,RETAIL AND PERSONAL SERVICES,PARKING,116
NONRESIDENTIAL,7,DOWNTOWN,1900,1.0,2,0,32027,17526.0,14501.0,0.0,54.0,3999505.25,128.41,2,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,116
NONRESIDENTIAL,7,DOWNTOWN,1906,1.0,3,0,32160,35693.0,14219.0,0.0,,2805826.0,19.56,2,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,110
NONRESIDENTIAL,2,GREATER DUWAMISH,1992,1.0,3,7572,40264,43336.0,4500.0,0.0,,3540225.75,109.59,2,OTHER SERVICES AND FACILITIES,PARKING,NOT CONCERNED,24
NONRESIDENTIAL,2,GREATER DUWAMISH,1914,1.0,3,0,34425,34425.0,15536.0,0.0,84.0,2018385.75,50.07,2,OFFICE AND BUSINESS,STORAGE,NOT CONCERNED,102
SPS-DISTRICT K-12,2,GREATER DUWAMISH,1971,1.0,2,0,52609,52609.0,0.0,0.0,67.0,1801941.75,46.51,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,45
NONRESIDENTIAL,1,SOUTHWEST,1984,1.0,3,12000,28304,20106.0,16412.0,0.0,5.0,1961581.5,13.67,2,HEALTH AND MEDICAL,PARKING,NOT CONCERNED,32
NONRESIDENTIAL,1,GREATER DUWAMISH,1990,1.0,1,0,29619,15000.0,14619.0,0.0,50.0,1280263.75,42.45,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,26
NONRESIDENTIAL,3,CENTRAL,1922,1.0,2,0,21592,20700.0,0.0,0.0,47.0,1431784.0,54.24,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,94
NONRESIDENTIAL,5,NORTH,1931,1.0,2,0,23923,23923.0,0.0,0.0,69.0,805643.5,19.51,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,85
NONRESIDENTIAL,3,CENTRAL,1907,1.0,3,0,25200,16000.0,8000.0,0.0,47.0,1748444.25,37.08,2,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,109
NONRESIDENTIAL,3,CENTRAL,1947,1.0,1,0,45068,45068.0,0.0,0.0,100.0,284857.3125,8.59,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,69
NONRESIDENTIAL,3,CENTRAL,1963,1.0,2,0,28296,26899.0,0.0,0.0,80.0,1328461.25,9.26,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,53
NONRESIDENTIAL,3,CENTRAL,1999,1.0,3,0,31357,25500.0,5000.0,0.0,55.0,1965075.625,22.48,3,OFFICE AND BUSINESS,HEALTH AND MEDICAL,PARKING,17
NONRESIDENTIAL,2,GREATER DUWAMISH,1968,1.0,1,0,160000,160000.0,0.0,0.0,94.0,1157976.5,8.07,1,STORAGE,NOT CONCERNED,NOT CONCERNED,48
NONRESIDENTIAL,2,GREATER DUWAMISH,1960,1.0,1,0,53550,53550.0,0.0,0.0,11.0,4590246.5,174.62,1,STORAGE,NOT CONCERNED,NOT CONCERNED,56
NONRESIDENTIAL,2,GREATER DUWAMISH,1924,1.0,1,0,38412,32000.0,8000.0,0.0,62.0,1628540.0,67.05,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,92
NONRESIDENTIAL,2,GREATER DUWAMISH,1930,1.0,1,0,25881,25881.0,0.0,0.0,,545426.375,3.8,1,STORAGE,NOT CONCERNED,NOT CONCERNED,86
NONRESIDENTIAL,2,GREATER DUWAMISH,1953,1.0,1,0,24291,24023.0,0.0,0.0,98.0,655422.375,19.61,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,63
NONRESIDENTIAL,2,GREATER DUWAMISH,1966,1.0,1,0,36544,36544.0,0.0,0.0,5.0,1269847.75,8.85,1,STORAGE,NOT CONCERNED,NOT CONCERNED,50
NONRESIDENTIAL,2,GREATER DUWAMISH,1949,1.0,1,0,20796,20796.0,0.0,0.0,,1324092.125,51.1,1,STORAGE,NOT CONCERNED,NOT CONCERNED,67
NONRESIDENTIAL,2,GREATER DUWAMISH,1947,1.0,1,0,21349,13000.0,8349.0,0.0,70.0,659761.875,17.04,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,69
NONRESIDENTIAL,2,GREATER DUWAMISH,1936,1.0,1,0,38630,38500.0,0.0,0.0,33.0,416885.5938,2.91,1,STORAGE,NOT CONCERNED,NOT CONCERNED,80
NONRESIDENTIAL,2,GREATER DUWAMISH,1950,1.0,1,0,20724,19224.0,1500.0,0.0,,1832031.5,83.3,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,66
NONRESIDENTIAL,2,GREATER DUWAMISH,1960,1.0,1,0,24109,24109.0,0.0,0.0,,4747403.5,33.1,2,OTHER SERVICES AND FACILITIES,PARKING,NOT CONCERNED,56
NONRESIDENTIAL,2,GREATER DUWAMISH,1955,1.0,1,0,25375,23419.0,2266.0,0.0,,4069301.5,28.37,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,61
NONRESIDENTIAL COS,2,GREATER DUWAMISH,1985,1.0,1,0,22803,19373.0,3430.0,0.0,78.0,764094.5,21.5,2,STORAGE,OTHER SERVICES AND FACILITIES,NOT CONCERNED,31
NONRESIDENTIAL COS,2,GREATER DUWAMISH,1985,1.0,1,0,23100,11550.0,11550.0,0.0,,4323672.0,157.07,2,MIXED USE,OTHER SERVICES AND FACILITIES,NOT CONCERNED,31
NONRESIDENTIAL,2,GREATER DUWAMISH,1951,1.0,1,0,41550,41550.0,0.0,0.0,94.0,642645.1875,4.48,1,STORAGE,NOT CONCERNED,NOT CONCERNED,65
NONRESIDENTIAL,1,GREATER DUWAMISH,1994,1.0,2,0,54170,54170.0,0.0,0.0,,5804784.5,178.35,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,22
SPS-DISTRICT K-12,1,GREATER DUWAMISH,2000,1.0,2,0,64493,64493.0,0.0,0.0,85.0,1989763.875,28.57,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,16
NONRESIDENTIAL,2,SOUTHEAST,1912,1.0,2,0,42252,42252.0,0.0,0.0,49.0,2203758.5,102.35,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,104
NONRESIDENTIAL,2,GREATER DUWAMISH,1955,1.0,1,0,23100,23250.0,0.0,0.0,,863703.0,13.87,1,STORAGE,NOT CONCERNED,NOT CONCERNED,61
NONRESIDENTIAL,2,SOUTHEAST,1981,1.0,3,0,22895,22895.0,0.0,0.0,96.0,440419.1875,12.92,2,OTHER SERVICES AND FACILITIES,PARKING,NOT CONCERNED,35
NONRESIDENTIAL,2,GREATER DUWAMISH,2002,1.0,2,17471,36740,30000.0,5000.0,4000.0,100.0,1267463.125,8.84,3,RETAIL AND PERSONAL SERVICES,FOOD AND BEVERAGE,PARKING,14
SPS-DISTRICT K-12,2,SOUTHEAST,1961,1.0,1,0,41428,41428.0,0.0,0.0,90.0,1404702.25,44.27,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,55
NONRESIDENTIAL,5,NORTHEAST,2006,1.0,6,7132,41047,48179.0,0.0,0.0,,797170.3125,12.22,1,STORAGE,NOT CONCERNED,NOT CONCERNED,10
NONRESIDENTIAL,2,GREATER DUWAMISH,1937,1.0,1,0,52325,52325.0,0.0,0.0,67.0,808968.1875,18.03,1,STORAGE,NOT CONCERNED,NOT CONCERNED,79
NONRESIDENTIAL,2,GREATER DUWAMISH,1920,1.0,4,0,20600,20600.0,0.0,0.0,,270838.5,9.71,4,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,96
CAMPUS,2,GREATER DUWAMISH,1991,10.0,0,0,230971,230970.0,0.0,0.0,,21022288.0,405.05,2,OTHER SERVICES AND FACILITIES,PARKING,NOT CONCERNED,25
NONRESIDENTIAL,2,GREATER DUWAMISH,1944,1.0,1,0,25880,25880.0,0.0,0.0,100.0,162960.0,1.14,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,72
NONRESIDENTIAL,2,GREATER DUWAMISH,1960,1.0,1,0,45842,49802.0,22198.0,0.0,99.0,819354.625,12.55,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,56
NONRESIDENTIAL,2,GREATER DUWAMISH,1972,1.0,1,0,31365,31365.0,0.0,0.0,,652991.6875,5.09,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,44
NONRESIDENTIAL,2,GREATER DUWAMISH,1910,1.0,1,0,32100,32100.0,0.0,0.0,,758008.875,25.77,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,106
NONRESIDENTIAL,2,GREATER DUWAMISH,1966,1.0,1,0,20520,15400.0,5120.0,0.0,20.0,1167887.75,40.85,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,50
NONRESIDENTIAL,2,GREATER DUWAMISH,1945,1.0,1,0,22972,22972.0,0.0,0.0,12.0,495481.0,3.45,1,STORAGE,NOT CONCERNED,NOT CONCERNED,71
NONRESIDENTIAL,2,GREATER DUWAMISH,1953,1.0,1,0,24990,25649.0,6728.0,0.0,80.0,523614.0938,8.7,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,63
NONRESIDENTIAL,2,GREATER DUWAMISH,1951,1.0,2,0,24000,22740.0,4860.0,0.0,,1318947.25,40.94,2,RETAIL AND PERSONAL SERVICES,OFFICE AND BUSINESS,NOT CONCERNED,65
NONRESIDENTIAL,2,GREATER DUWAMISH,1963,1.0,1,0,100386,50628.0,49758.0,0.0,,3626431.5,95.93,2,STORAGE,OTHER SERVICES AND FACILITIES,NOT CONCERNED,53
NONRESIDENTIAL,2,GREATER DUWAMISH,1966,1.0,1,0,24354,18470.0,5884.0,0.0,10.0,735907.8125,17.29,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,50
NONRESIDENTIAL,2,GREATER DUWAMISH,1959,1.0,1,0,33600,24000.0,9600.0,0.0,58.0,847419.375,15.35,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,57
NONRESIDENTIAL,2,GREATER DUWAMISH,1974,1.0,1,0,20819,20819.0,0.0,0.0,,1694930.375,51.27,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,42
NONRESIDENTIAL,2,GREATER DUWAMISH,1967,1.0,1,0,23296,19471.0,3825.0,0.0,,1429855.75,40.01,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,49
NONRESIDENTIAL,2,GREATER DUWAMISH,1954,1.0,1,0,35222,15000.0,15000.0,4232.0,,1758134.625,40.42,7,MIXED USE,OFFICE AND BUSINESS,RETAIL AND PERSONAL SERVICES,62
NONRESIDENTIAL,2,GREATER DUWAMISH,1957,1.0,1,0,25520,25200.0,0.0,0.0,100.0,1610794.75,59.0,1,STORAGE,NOT CONCERNED,NOT CONCERNED,59
NONRESIDENTIAL,2,GREATER DUWAMISH,1952,1.0,1,0,25460,8223.0,0.0,0.0,,834711.875,5.82,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,64
SPS-DISTRICT K-12,1,DELRIDGE,1970,1.0,1,0,41526,41526.0,0.0,0.0,79.0,1814947.0,56.04,1,EDUCATION,NOT CONCERNED,NOT CONCERNED,46
NONRESIDENTIAL,5,NORTH,1974,1.0,2,0,24291,24291.0,0.0,0.0,87.0,920430.625,6.42,1,OFFICE AND BUSINESS,NOT CONCERNED,NOT CONCERNED,42
NONRESIDENTIAL,5,NORTH,1958,1.0,2,0,20738,20738.0,0.0,0.0,44.0,526752.8125,3.67,1,RETAIL AND PERSONAL SERVICES,NOT CONCERNED,NOT CONCERNED,58
NONRESIDENTIAL,5,NORTH,2000,1.0,4,0,30948,11729.0,11729.0,0.0,,919746.3125,6.41,2,MIXED USE,OTHER SERVICES AND FACILITIES,NOT CONCERNED,16
NONRESIDENTIAL,5,NORTH,1986,1.0,2,7056,21329,20575.0,0.0,0.0,1.0,2654316.0,18.5,1,HEALTH AND MEDICAL,NOT CONCERNED,NOT CONCERNED,30
NONRESIDENTIAL,2,GREATER DUWAMISH,1978,1.0,1,0,21755,17650.0,2400.0,0.0,,844076.8125,17.51,2,STORAGE,OFFICE AND BUSINESS,NOT CONCERNED,38
NONRESIDENTIAL,2,GREATER DUWAMISH,1960,1.0,1,0,27933,27933.0,0.0,0.0,,6129780.0,42.73,1,OTHER SERVICES AND FACILITIES,NOT CONCERNED,NOT CONCERNED,56
NONRESIDENTIAL,2,GREATER DUWAMISH,1983,1.0,1,0,23143,15609.0,7534.0,0.0,75.0,1139980.625,38.87,2,OFFICE AND BUSINESS,STORAGE,NOT CONCERNED,33
NONRESIDENTIAL,2,GREATER DUWAMISH,1962,1.0,1,0,28800,28800.0,7350.0,0.0,73.0,2107743.75,60.12,2,OFFICE AND BUSINESS,STORAGE,NOT CONCERNED,54
NONRESIDENTIAL,2,GREATER DUWAMISH,1952,1.0,1,0,39600,39600.0,0.0,0.0,85.0,405050.4063,2.82,1,STORAGE,NOT CONCERNED,NOT CONCERNED,64
NONRESIDENTIAL,2,GREATER DUWAMISH,1952,1.0,1,0,39600,39600.0,0.0,0.0,91.0,468396.9063,9.25,1,STORAGE,NOT CONCERNED,NOT CONCERNED,64
